"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Počet volebných okrskov","Počet potvrdených okrskových zápisníc","Podiel potvrdených okrskových zápisníc v %","Počet zapísaných voličov","Počet zúčastnených voličov","Účasť voličov v %","Počet odovzdaných obálok","Podiel odovzdaných obálok v %","Počet platných hlasov pre všetkých kandidátov","Podiel platných hlasov pre všetkých kandidátov v %"
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524557,"Jakovany",1,1,100.00,268,165,61.56,165,100.00,165,100.00
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524565,"Jakubova Voľa",1,1,100.00,321,203,63.23,203,100.00,199,98.02
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524573,"Jakubovany",1,1,100.00,764,519,67.93,519,100.00,516,99.42
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524603,"Jarovnice",3,3,100.00,4069,573,14.08,573,100.00,566,98.77
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524611,"Kamenica",1,1,100.00,1388,885,63.76,885,100.00,880,99.43
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524671,"Krásna Lúka",1,1,100.00,525,373,71.04,373,100.00,369,98.92
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524689,"Krivany",1,1,100.00,890,534,60.00,534,100.00,532,99.62
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524778,"Lipany",5,5,100.00,4740,2785,58.75,2785,100.00,2763,99.21
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524816,"Lúčka",1,1,100.00,516,360,69.76,360,100.00,356,98.88
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524824,"Ľutina",1,1,100.00,367,256,69.75,256,100.00,253,98.82
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524875,"Milpoš",1,1,100.00,493,276,55.98,276,100.00,269,97.46
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524921,"Nižný Slavkov",1,1,100.00,611,330,54.00,330,100.00,330,100.00
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524948,"Olejníkov",1,1,100.00,368,145,39.40,145,100.00,143,98.62
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524956,"Oľšov",1,1,100.00,295,208,70.50,208,100.00,207,99.51
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",524981,"Ostrovany",1,1,100.00,1450,424,29.24,424,100.00,421,99.29
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525006,"Pečovská Nová Ves",2,2,100.00,1990,1046,52.56,1046,100.00,1039,99.33
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525049,"Poloma",1,1,100.00,701,430,61.34,430,100.00,429,99.76
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525081,"Ratvaj",1,1,100.00,122,88,72.13,88,100.00,88,100.00
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525090,"Ražňany",2,2,100.00,1225,665,54.28,665,100.00,660,99.24
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525103,"Renčišov",1,1,100.00,152,86,56.57,86,100.00,85,98.83
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525120,"Rožkovany",1,1,100.00,1006,613,60.93,613,100.00,611,99.67
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525146,"Sabinov",10,10,100.00,9411,5295,56.26,5295,100.00,5259,99.32
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525219,"Šarišské Dravce",1,1,100.00,916,639,69.75,639,100.00,636,99.53
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525235,"Šarišské Michaľany",2,2,100.00,2120,1340,63.20,1340,100.00,1328,99.10
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525243,"Šarišské Sokolovce",1,1,100.00,454,255,56.16,255,100.00,254,99.60
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525308,"Tichý Potok",1,1,100.00,252,144,57.14,144,100.00,142,98.61
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525316,"Torysa",2,2,100.00,1157,667,57.64,667,100.00,666,99.85
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525359,"Uzovce",1,1,100.00,419,283,67.54,283,100.00,281,99.29
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525367,"Uzovské Pekľany",1,1,100.00,305,119,39.01,119,100.00,119,100.00
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525375,"Uzovský Šalgov",1,1,100.00,507,331,65.28,331,100.00,328,99.09
7,"Prešovský kraj",705,"Prešov",708,"Sabinov",525421,"Vysoká",1,1,100.00,115,86,74.78,86,100.00,85,98.83
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526673,"Čirč",1,1,100.00,993,665,66.96,665,100.00,657,98.79
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526681,"Ďurková",1,1,100.00,185,134,72.43,134,100.00,134,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526690,"Forbasy",1,1,100.00,348,234,67.24,234,100.00,232,99.14
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526703,"Hajtovka",1,1,100.00,61,46,75.40,46,100.00,46,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526711,"Haligovce",1,1,100.00,507,288,56.80,288,100.00,285,98.95
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526720,"Hniezdne",1,1,100.00,1082,588,54.34,588,100.00,582,98.97
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526738,"Hraničné",1,1,100.00,157,95,60.50,95,100.00,92,96.84
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526746,"Hromoš",2,2,100.00,380,248,65.26,248,100.00,247,99.59
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526754,"Chmeľnica",1,1,100.00,782,475,60.74,475,100.00,471,99.15
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526762,"Jakubany",2,2,100.00,2048,833,40.67,832,99.87,829,99.51
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526771,"Jarabina",1,1,100.00,713,377,52.87,377,100.00,375,99.46
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526789,"Kamienka",1,1,100.00,1031,597,57.90,596,99.83,591,98.99
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526797,"Kolačkov",1,1,100.00,835,530,63.47,530,100.00,524,98.86
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526801,"Kremná",1,1,100.00,80,59,73.75,59,100.00,59,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526819,"Kyjov",1,1,100.00,536,308,57.46,308,100.00,305,99.02
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526827,"Lacková",1,1,100.00,133,89,66.91,89,100.00,89,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526835,"Legnava",1,1,100.00,106,54,50.94,54,100.00,54,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526843,"Lesnica",1,1,100.00,371,233,62.80,233,100.00,232,99.57
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526851,"Litmanová",1,1,100.00,513,224,43.66,224,100.00,224,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526860,"Lomnička",1,1,100.00,1827,375,20.52,375,100.00,367,97.86
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526878,"Ľubotín",1,1,100.00,997,529,53.05,529,100.00,519,98.10
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526886,"Malý Lipník",1,1,100.00,371,259,69.81,259,100.00,259,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526894,"Matysová",1,1,100.00,60,48,80.00,48,100.00,48,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526908,"Mníšek nad Popradom",1,1,100.00,461,296,64.20,296,100.00,295,99.66
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526916,"Nižné Ružbachy",1,1,100.00,472,303,64.19,303,100.00,303,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526924,"Nová Ľubovňa",3,3,100.00,2311,1493,64.60,1493,100.00,1482,99.26
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526932,"Obručné",1,1,100.00,37,33,89.18,33,100.00,33,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526941,"Orlov",2,2,100.00,527,331,62.80,331,100.00,325,98.18
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526959,"Plaveč",1,1,100.00,1394,868,62.26,868,100.00,865,99.65
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526967,"Plavnica",1,1,100.00,1249,819,65.57,819,100.00,812,99.14
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526975,"Podolínec",2,2,100.00,2347,1226,52.23,1226,100.00,1214,99.02
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526983,"Pusté Pole",1,1,100.00,177,123,69.49,123,100.00,123,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526991,"Ruská Voľa nad Popradom",1,1,100.00,74,56,75.67,56,100.00,56,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",526665,"Stará Ľubovňa",13,13,100.00,12002,6506,54.20,6503,99.95,6466,99.38
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527009,"Starina",1,1,100.00,52,37,71.15,37,100.00,37,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527017,"Stráňany",1,1,100.00,153,105,68.62,105,100.00,105,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527025,"Sulín",1,1,100.00,244,156,63.93,156,100.00,151,96.79
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527033,"Šambron",1,1,100.00,289,215,74.39,215,100.00,215,100.00
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527041,"Šarišské Jastrabie",1,1,100.00,953,470,49.31,470,100.00,467,99.36
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527050,"Údol",1,1,100.00,294,222,75.51,222,100.00,221,99.54
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527068,"Veľká Lesná",1,1,100.00,383,261,68.14,261,100.00,260,99.61
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527076,"Veľký Lipník",1,1,100.00,698,477,68.33,477,100.00,471,98.74
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527084,"Vislanka",1,1,100.00,217,126,58.06,126,100.00,125,99.20
7,"Prešovský kraj",706,"Stará Ľubovňa",710,"Stará Ľubovňa",527092,"Vyšné Ružbachy",1,1,100.00,1197,745,62.23,745,100.00,741,99.46
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527114,"Baňa",1,1,100.00,165,87,52.72,87,100.00,87,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527157,"Breznica",1,1,100.00,642,390,60.74,390,100.00,385,98.71
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527165,"Breznička",1,1,100.00,109,66,60.55,66,100.00,66,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527173,"Brusnica",1,1,100.00,233,137,58.79,137,100.00,135,98.54
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527181,"Bukovce",1,1,100.00,414,243,58.69,243,100.00,240,98.76
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527190,"Bystrá",1,1,100.00,26,24,92.30,24,100.00,24,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527203,"Bžany",1,1,100.00,254,147,57.87,147,100.00,145,98.63
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527262,"Duplín",1,1,100.00,391,228,58.31,228,100.00,225,98.68
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527289,"Gribov",1,1,100.00,143,93,65.03,93,100.00,93,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527297,"Havaj",1,1,100.00,302,178,58.94,178,100.00,175,98.31
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527335,"Chotča",1,1,100.00,495,321,64.84,321,100.00,320,99.68
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527343,"Jakušovce",1,1,100.00,36,21,58.33,21,100.00,21,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527386,"Kolbovce",1,1,100.00,140,87,62.14,87,100.00,87,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527408,"Korunková",1,1,100.00,60,47,78.33,47,100.00,46,97.87
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527416,"Kožuchovce",1,1,100.00,49,41,83.67,41,100.00,41,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527467,"Krišľovce",1,1,100.00,35,18,51.42,18,100.00,18,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527793,"Kručov",1,1,100.00,176,134,76.13,134,100.00,134,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527475,"Krušinec",1,1,100.00,191,102,53.40,102,100.00,102,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527513,"Lomné",1,1,100.00,209,126,60.28,126,100.00,126,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527521,"Makovce",1,1,100.00,124,86,69.35,86,100.00,85,98.83
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527530,"Malá Poľana",1,1,100.00,86,51,59.30,51,100.00,51,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527572,"Miková",1,1,100.00,108,65,60.18,65,100.00,65,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527581,"Miňovce",1,1,100.00,288,198,68.75,198,100.00,198,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527611,"Mrázovce",1,1,100.00,72,50,69.44,50,100.00,50,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527637,"Nižná Olšava",1,1,100.00,316,192,60.75,192,100.00,189,98.43
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527700,"Oľšavka",1,1,100.00,159,99,62.26,99,100.00,98,98.98
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527726,"Potoky",1,1,100.00,78,45,57.69,45,100.00,45,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527718,"Potôčky",1,1,100.00,63,41,65.07,41,100.00,41,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527815,"Soľník",1,1,100.00,32,24,75.00,24,100.00,24,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527823,"Staškovce",1,1,100.00,229,137,59.82,136,99.27,135,98.54
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527840,"Stropkov",10,10,100.00,7617,4185,54.94,4185,100.00,4165,99.52
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527866,"Šandal",1,1,100.00,246,140,56.91,140,100.00,139,99.28
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527912,"Tisinec",1,1,100.00,403,260,64.51,260,100.00,260,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527921,"Tokajík",1,1,100.00,87,59,67.81,59,100.00,58,98.30
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527939,"Turany nad Ondavou",1,1,100.00,294,185,62.92,185,100.00,185,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527971,"Varechovce",1,1,100.00,120,78,65.00,78,100.00,78,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527980,"Veľkrop",1,1,100.00,176,95,53.97,95,100.00,95,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",527998,"Vislava",1,1,100.00,165,118,71.51,118,100.00,118,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",528005,"Vladiča",1,1,100.00,67,37,55.22,37,100.00,37,100.00
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",528013,"Vojtovce",1,1,100.00,88,51,57.95,51,100.00,50,98.03
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",528021,"Vyškovce",1,1,100.00,119,71,59.66,71,100.00,69,97.18
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",528048,"Vyšná Olšava",1,1,100.00,457,279,61.05,279,100.00,278,99.64
7,"Prešovský kraj",707,"Stropkov",711,"Stropkov",560073,"Vyšný Hrabovec",1,1,100.00,153,81,52.94,81,100.00,80,98.76
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527122,"Belejovce",1,1,100.00,29,22,75.86,22,100.00,22,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527131,"Beňadikovce",1,1,100.00,157,87,55.41,87,100.00,85,97.70
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527149,"Bodružal",1,1,100.00,52,29,55.76,29,100.00,29,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527211,"Cernina",1,1,100.00,451,263,58.31,263,100.00,263,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527220,"Cigla",1,1,100.00,79,52,65.82,52,100.00,52,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527238,"Dlhoňa",1,1,100.00,68,42,61.76,42,100.00,41,97.61
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527246,"Dobroslava",1,1,100.00,40,30,75.00,30,100.00,30,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527254,"Dubová",1,1,100.00,171,104,60.81,104,100.00,104,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",580601,"Dukovce",1,1,100.00,235,154,65.53,154,100.00,153,99.35
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527271,"Fijaš",1,1,100.00,107,80,74.76,80,100.00,80,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519197,"Giraltovce",3,3,100.00,3136,1557,49.64,1557,100.00,1547,99.35
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527301,"Havranec",1,1,100.00,14,12,85.71,12,100.00,12,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527319,"Hrabovčík",1,1,100.00,238,176,73.94,176,100.00,176,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527327,"Hunkovce",1,1,100.00,244,124,50.81,124,100.00,124,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527351,"Jurkova Voľa",1,1,100.00,72,55,76.38,55,100.00,55,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519316,"Kalnište",1,1,100.00,406,253,62.31,253,100.00,253,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527360,"Kapišová",1,1,100.00,369,167,45.25,167,100.00,165,98.80
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527378,"Kečkovce",1,1,100.00,185,68,36.75,68,100.00,68,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519332,"Kobylnice",1,1,100.00,76,58,76.31,58,100.00,58,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527394,"Korejovce",1,1,100.00,71,53,74.64,53,100.00,52,98.11
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519391,"Kračúnovce",1,1,100.00,969,655,67.59,655,100.00,644,98.32
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527424,"Krajná Bystrá",1,1,100.00,327,196,59.93,196,100.00,196,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527432,"Krajná Poľana",1,1,100.00,163,88,53.98,88,100.00,87,98.86
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527441,"Krajná Porúbka",1,1,100.00,40,31,77.50,31,100.00,31,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527459,"Krajné Čierno",1,1,100.00,64,50,78.12,50,100.00,50,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527483,"Kružlová",1,1,100.00,504,194,38.49,194,100.00,192,98.96
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519448,"Kuková",1,1,100.00,584,360,61.64,360,100.00,357,99.16
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527491,"Kurimka",1,1,100.00,284,172,60.56,172,100.00,172,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527505,"Ladomirová",1,1,100.00,781,326,41.74,326,100.00,325,99.69
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519537,"Lúčka",1,1,100.00,416,252,60.57,252,100.00,252,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519561,"Lužany pri Topli",1,1,100.00,199,139,69.84,139,100.00,137,98.56
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527548,"Matovce",1,1,100.00,91,63,69.23,63,100.00,63,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527556,"Medvedie",1,1,100.00,41,37,90.24,37,100.00,37,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527564,"Mestisko",1,1,100.00,339,227,66.96,227,100.00,227,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519596,"Mičakovce",1,1,100.00,98,64,65.30,64,100.00,64,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527599,"Miroľa",1,1,100.00,58,45,77.58,45,100.00,45,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527602,"Mlynárovce",1,1,100.00,183,106,57.92,106,100.00,106,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527629,"Nižná Jedľová",1,1,100.00,91,73,80.21,73,100.00,72,98.63
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527645,"Nižná Pisaná",1,1,100.00,74,54,72.97,54,100.00,54,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527653,"Nižný Komárnik",1,1,100.00,120,89,74.16,89,100.00,89,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527661,"Nižný Mirošov",1,1,100.00,210,106,50.47,106,100.00,106,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527670,"Nižný Orlík",1,1,100.00,268,203,75.74,203,100.00,201,99.01
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527688,"Nová Polianka",1,1,100.00,58,35,60.34,35,100.00,34,97.14
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527696,"Okrúhle",1,1,100.00,468,287,61.32,287,100.00,286,99.65
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527734,"Príkra",1,1,100.00,19,17,89.47,17,100.00,17,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527742,"Pstriná",1,1,100.00,64,48,75.00,48,100.00,48,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527751,"Radoma",1,1,100.00,343,223,65.01,223,100.00,222,99.55
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527769,"Rakovčík",1,1,100.00,117,77,65.81,77,100.00,77,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527777,"Rovné",1,1,100.00,381,257,67.45,257,100.00,257,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527785,"Roztoky",1,1,100.00,286,86,30.06,86,100.00,86,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527807,"Soboš",1,1,100.00,127,93,73.22,93,100.00,88,94.62
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527831,"Stročín",1,1,100.00,428,224,52.33,224,100.00,224,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527858,"Svidnička",1,1,100.00,114,79,69.29,79,100.00,79,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527106,"Svidník",9,9,100.00,7980,4640,58.14,4640,100.00,4615,99.46
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527874,"Šarbov",1,1,100.00,15,13,86.66,13,100.00,13,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527882,"Šarišský Štiavnik",1,1,100.00,200,121,60.50,121,100.00,120,99.17
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527891,"Šemetkovce",1,1,100.00,68,43,63.23,43,100.00,43,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527904,"Štefurov",1,1,100.00,83,54,65.06,54,100.00,54,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527947,"Vagrinec",1,1,100.00,95,63,66.31,63,100.00,63,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527955,"Valkovce",1,1,100.00,178,116,65.16,116,100.00,115,99.13
7,"Prešovský kraj",708,"Svidník",712,"Svidník",527963,"Vápeník",1,1,100.00,37,32,86.48,32,100.00,32,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",528030,"Vyšná Jedľová",1,1,100.00,157,118,75.15,118,100.00,118,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",528056,"Vyšná Pisaná",1,1,100.00,62,51,82.25,51,100.00,51,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",528064,"Vyšný Komárnik",1,1,100.00,66,50,75.75,50,100.00,49,98.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",528072,"Vyšný Mirošov",1,1,100.00,451,211,46.78,211,100.00,209,99.05
7,"Prešovský kraj",708,"Svidník",712,"Svidník",528081,"Vyšný Orlík",1,1,100.00,321,187,58.25,187,100.00,187,100.00
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519987,"Železník",1,1,100.00,370,229,61.89,229,100.00,227,99.12
7,"Prešovský kraj",708,"Svidník",712,"Svidník",519995,"Želmanovce",1,1,100.00,259,172,66.40,172,100.00,171,99.41
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544060,"Babie",1,1,100.00,194,130,67.01,130,100.00,129,99.23
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544078,"Banské",1,1,100.00,1336,602,45.05,602,100.00,601,99.83
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544086,"Benkovce",1,1,100.00,438,252,57.53,252,100.00,251,99.60
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544094,"Bystré",2,2,100.00,2121,1121,52.85,1121,100.00,1113,99.28
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544108,"Cabov",1,1,100.00,300,227,75.66,227,100.00,226,99.55
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544116,"Čaklov",2,2,100.00,1942,944,48.60,944,100.00,937,99.25
7,"Prešovský kraj",709,"Vranov nad Topľou",713,"Vranov nad Topľou",544124,"Čičava",1,1,100.00,871,327,37.54,327,100.00,323,98.77
